texte,sujet
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Sabine Texier.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Millet ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin de Bousquet dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Brunet.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Manon Gosselin ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Lecoq ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue de Diaz ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Guibert ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de chemin de Nguyen ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue de Hoareau dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Blanchard dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard de Robert ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue Aimée Seguin ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Gabrielle Gallet ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Georges ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin Techer dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Julien ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue de Rousseau ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Marianne Sanchez dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Guillou.",maraude
Y a-t-il un hôpital ou un médecin proche de boulevard Rodrigues ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers chemin de Lesage ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Denis ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Lebrun ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Payet.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Techer ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue de Grégoire ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Benard ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Adélaïde Hervé.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin Léon Huet ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Delmas ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Duhamel.",maraude
Quel est le commissariat le plus proche de avenue de Guibert ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Bertin.",maraude
Quel est le commissariat le plus proche de avenue de Lucas ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Bernard.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Joseph.",maraude
"J’ai des pensées suicidaires, je suis à rue de Meunier dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Nathalie Blondel ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue Honoré Raymond ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de François.",maraude
"J’ai des pensées suicidaires, je suis à boulevard Mallet dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue de De Sousa ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue de Munoz ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers chemin Jules Pottier ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Bailly.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin de Duhamel ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue de Hervé ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Lucy Morin.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Grondin.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Bazin.",maraude
Quel est le commissariat le plus proche de avenue de Rossi ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue de Bouvier ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Zoé Fernandez.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Morvan.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Christine Thomas ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue Daniel ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à chemin de Pons dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Barbe ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Cordier.",maraude
Quel est le commissariat le plus proche de rue Menard ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de avenue Ollivier ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Éléonore Albert ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Lucie Seguin ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard Marguerite Bertrand dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Meyer dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à chemin Frédérique Guillaume dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de boulevard Denis Lambert ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Seguin dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Sophie Loiseau dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue Dominique Marie ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Dufour ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard Godard dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard Le Gall ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue de Gonzalez ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue de Maillot ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de avenue Renée Guillou ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Rodriguez.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Claudine Lamy ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de boulevard de Gonzalez ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Aubert.",maraude
Il y a une maraude ce soir vers rue de Durand ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Rousset.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Marianne Bernard.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Adèle Pons ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à avenue Fernandez dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue Gérard Pineau ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard Le Goff dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers boulevard Hortense Le Gall ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue Reynaud ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de boulevard Marguerite Devaux ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Élise Sanchez ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard de Leleu dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue de Carlier ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de avenue Isabelle Texier ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Lemaire ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue Gomes ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Faure ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue de Dumont ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à chemin Julien Vidal dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard Benard ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue Capucine Dufour ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Michèle Baudry dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de chemin de Besson ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Charlotte Philippe dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Gosselin ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Marguerite Roux ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard Delaunay dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers boulevard Marine Huet ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Monnier ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de chemin Audrey Hoarau ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue de Dufour ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Pelletier.",maraude
Quel est le commissariat le plus proche de rue Richard Brunel ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers boulevard Texier ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Martin Lambert.",maraude
Il y a une maraude ce soir vers rue de Perrot ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à avenue Gilbert Barbier dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à chemin Gilles Benard dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à chemin Besson dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Clément ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue Emmanuel Pasquier ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Mathieu.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Martin Fernandez ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de boulevard Claire Guyot ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers boulevard Bonneau ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de boulevard Muller ? Je me suis fait mal.,santé
